?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040524-1630-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040524-1630
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.165069 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.196864 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.131355 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.077787 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.244 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.134667 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.748651 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.08 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.147936 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.704525 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.324315 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 8.076973 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 6.605141 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 6.514165 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 29.521224 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 3.560467 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 16.320241 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 19.686899 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 3.022953 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 6.952176 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 84.955659 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 0.284813 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 15.873739 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 11.497677 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 21.115728 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 55.900763 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 10.006955 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 44.5428 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 11.353584 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 0.975493 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 5.935125 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 77.242355 UNLIMITED
  DNVRng_ATLAM5 ( DNVRng ATLAM5 ) 1 0.105837 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 18.648747 UNLIMITED
