?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040415-0640-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040415-0640
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.053123 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.757477 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 2.289413 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 1.612424 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.242525 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.857413 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.026667 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 1.824083 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 36.404181 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 0.092469 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 70.905192 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 34.070669 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 6.589797 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 0.031229 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 13.405547 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.026667 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 0.339827 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 50.207843 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 28.655507 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 30.444488 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 164.867917 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 71.644995 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 22.038989 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 2.963989 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 48.154989 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 0.026667 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 3.0708 UNLIMITED
