?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040724-1035-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040724-1035
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.026667 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.732672 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.552949 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.093755 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.276713 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.026667 UNLIMITED
  ATLAM5_SNVAng ( ATLAM5 SNVAng ) 1 0.131775 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.026667 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.224813 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 2.385232 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 4.284421 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 5.07496 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 12.63252 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 0.861317 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 10.212141 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 6.249101 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.045115 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 4.214104 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 23.798467 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 5.989203 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 9.705147 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 7.73848 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 4.521373 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 45.802829 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 14.783205 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 89.801661 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 9.663312 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 3.69628 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 7.382568 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 32.159693 UNLIMITED
