?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040702-0600-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040702-0600
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.026667 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.190779 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.089472 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.083459 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.026667 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.497027 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.415741 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.161205 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.602637 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.12052 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 3.116256 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 2.959725 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 1.746581 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 25.968053 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 0.74244 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 7.271905 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 3.990499 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.279143 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 7.861533 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 30.176768 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 0.075256 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 9.672808 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 20.549739 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 7.016411 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 43.979061 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 3.981117 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 38.005589 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 10.021571 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 1.298496 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 5.499499 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 31.620056 UNLIMITED
