?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040517-1500-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040517-1500
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.08 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.570029 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.10476 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.100347 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.382501 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.109896 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.225808 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.173333 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.084277 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 1.022053 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.258251 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 24.895501 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 6.123365 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 6.822253 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 27.954301 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 2.108267 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 16.542112 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 15.755523 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.690533 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 5.169248 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 53.035675 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 0.183008 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 19.834464 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 18.56848 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 11.330453 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 65.945203 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 13.177523 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 64.388661 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 65.618117 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 1.57676 UNLIMITED
