?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040425-1345-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040425-1345
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.08 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.636717 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.533907 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.068397 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.630856 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.193331 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.834048 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 63.706941 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 0.053333 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 22.917595 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 14.135707 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 4.400416 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 8.617568 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.624021 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 1.178016 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 42.659931 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 35.102275 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 18.374179 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 131.434787 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 41.368496 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 6.903523 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 0.166781 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 19.904504 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 0.212488 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 1.052712 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 27.609603 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 4.405045 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 51.490949 UNLIMITED
