?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040714-0600-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040714-0600
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.560363 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.366141 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.026667 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.297515 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.992445 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.058667 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.639884 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 1.078192 UNLIMITED
  ATLAM5_SNVAng ( ATLAM5 SNVAng ) 1 0.258273 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.090901 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.580907 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.438744 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 5.506995 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 5.850963 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 0.451051 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 10.270051 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 1.173608 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 11.430632 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 4.100864 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.108171 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 7.081461 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 20.346832 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 0.446736 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 11.975645 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 8.107851 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 5.789061 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 33.604715 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 4.914885 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 27.287992 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 12.065467 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 1.877224 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 6.211637 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 25.411027 UNLIMITED
