?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040427-1705-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040427-1705
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.492795 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 1.147453 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 1.325819 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.390381 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.527237 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 1.552552 UNLIMITED
  ATLAM5_SNVAng ( ATLAM5 SNVAng ) 1 0.026667 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.076715 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 1.642808 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 35.277499 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 0.173864 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 67.031997 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 35.471685 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 9.305365 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 0.026667 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 25.005451 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.262683 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 0.601053 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 85.458568 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 47.773563 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 41.432213 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 169.265048 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 102.574461 UNLIMITED
