?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040423-1050-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040423-1050
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.045067 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.621131 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.827157 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.085109 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.622952 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.473912 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 2.093072 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 19.528387 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 25.382723 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 20.894675 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 4.612808 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 11.076672 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.08 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 0.818235 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 64.663376 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 28.346013 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 37.309213 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 105.466085 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 38.922952 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 8.203955 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 0.138789 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 30.788645 UNLIMITED
