?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040514-0710-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040514-0710
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.247715 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.254859 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.04576 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.076008 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.026667 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.08 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.026667 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.165331 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 1.084859 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.347077 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 7.868299 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 3.541723 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 4.858149 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 11.642416 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 1.957712 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 18.070191 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 9.164096 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.610479 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 4.698021 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 45.532395 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 0.549589 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 5.780133 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 18.914589 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 9.756259 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 35.903611 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 6.807176 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 77.765792 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 27.751259 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 1.810579 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 16.443112 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 21.735083 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 3.057213 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 62.809219 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 19.23448 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 25.190635 UNLIMITED
