?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040906-1940-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040906-1940
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.865016 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 1.907413 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.233203 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.441003 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 2.8188 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.346581 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.151745 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.225053 UNLIMITED
  ATLAM5_SNVAng ( ATLAM5 SNVAng ) 1 0.098412 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.797125 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 2.047648 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.408912 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 27.090491 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 6.302576 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 4.762051 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 39.608461 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 4.338749 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 12.862793 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 8.406653 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.061225 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 13.054541 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 44.120243 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 2.589299 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 101.097456 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 18.280352 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 26.964136 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 47.986379 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 22.418992 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 37.356571 UNLIMITED
