?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040722-0410-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040722-0410
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.061277 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.151669 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.053333 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.053333 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.026667 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.026667 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.258707 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.026667 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.045579 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.546248 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.079736 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 16.026557 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 4.712547 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 0.959467 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 11.291763 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 2.519928 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 10.036909 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 9.804064 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.088725 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 3.463629 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 22.826045 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 1.549565 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 13.412216 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 14.518781 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 13.144355 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 36.654699 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 6.118667 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 39.130144 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 9.6192 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 4.117995 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 9.826941 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 31.071243 UNLIMITED
  DNVRng_ATLAM5 ( DNVRng ATLAM5 ) 1 0.091627 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 5.910843 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 78.268211 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 25.822568 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 26.036171 UNLIMITED
  DNVRng_KSCYng ( DNVRng KSCYng ) 1 27.328107 UNLIMITED
  DNVRng_LOSAng ( DNVRng LOSAng ) 1 23.089379 UNLIMITED
  DNVRng_NYCMng ( DNVRng NYCMng ) 1 27.360723 UNLIMITED
  DNVRng_SNVAng ( DNVRng SNVAng ) 1 16.855949 UNLIMITED
