?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040428-0045-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040428-0045
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.784531 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.423224 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 1.729701 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 1.459768 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.235029 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.748867 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.028 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 1.527579 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 31.404773 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 0.578829 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 62.103944 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 50.467939 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 15.851445 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 21.791016 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.26976 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 0.741227 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 59.492885 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 42.874963 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 29.849037 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 154.861128 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 66.106563 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 22.163944 UNLIMITED
