?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040505-0550-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040505-0550
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.402005 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.350965 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.040352 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.212659 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.305712 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.890395 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.769149 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.115112 UNLIMITED
  ATLAM5_SNVAng ( ATLAM5 SNVAng ) 1 0.026667 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.086677 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 1.290851 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.609541 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 20.678056 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 7.296341 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 5.034819 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 28.855477 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 2.609387 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 19.540587 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 12.320533 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.862963 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 4.02984 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 39.13128 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 1.170467 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 13.289896 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 28.12612 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 18.78432 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 66.535563 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 15.440771 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 75.944864 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 24.31608 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 4.976029 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 21.108368 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 34.484408 UNLIMITED
  DNVRng_ATLAM5 ( DNVRng ATLAM5 ) 1 0.77876 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 9.64768 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 58.377704 UNLIMITED
