?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040712-0730-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040712-0730
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.026667 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.374203 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.632512 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.31324 UNLIMITED
  ATLAM5_SNVAng ( ATLAM5 SNVAng ) 1 0.013333 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.053333 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.752635 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 5.314701 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 5.567419 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 2.059789 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 7.692184 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 0.595147 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 25.730729 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 3.431659 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.757673 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 5.036189 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 36.07828 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 0.141741 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 7.865131 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 5.443136 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 7.961787 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 19.947939 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 3.551003 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 30.510459 UNLIMITED
