?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040312-0835-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040312-0835
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.08 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 2.144051 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.026667 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.10424 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.431747 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.051232 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.693981 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.608085 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.155085 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.602973 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.053333 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 14.466016 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 7.72428 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 7.774984 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 22.185896 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 3.931675 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 22.013493 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 7.395389 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.475237 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 4.154464 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 48.286357 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 1.401016 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 19.349317 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 27.173981 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 27.140579 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 49.126395 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 16.214568 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 51.367389 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 28.042576 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 6.2718 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 17.917064 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 34.880747 UNLIMITED
  DNVRng_ATLAM5 ( DNVRng ATLAM5 ) 1 0.092328 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 5.159581 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 70.863597 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 22.427901 UNLIMITED
