?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040411-0450-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040411-0450
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.037973 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.981664 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 1.458384 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.147712 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.065672 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 1.38104 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.945557 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 31.140243 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 0.053333 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 42.971712 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 21.698997 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 4.297672 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 0.026667 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 10.410813 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.026667 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 0.218259 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 32.754755 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 21.146365 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 19.01356 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 123.317811 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 42.129237 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 18.180123 UNLIMITED
